names,lat,lon,seed,plot,harv,pd1,pd2,pd3,pd4,pd5
30207011,-14.02,31.47,40,2,600,2015-12-01,,,,
30207012,-14.01,31.46,20,0.25,2500,2015-11-24,2015-12-01,,,
30207013,-14.03,31.48,20,1.2,1800,2015-11-08,2015-11-24,,,
30207014,-14.02,31.47,15,0.5,750,2015-11-08,,,,
30207015,-14,31.46,10,1,500,2015-12-24,,,,
30207016,-13.97,31.44,50,3,800,2015-12-01,,,,
30207017,-14.03,31.48,85,3.6,10500,2015-11-08,2015-12-06,2015-12-13,2015-12-24,
30207018,-13.96,31.45,70,3.5,25,2015-12-24,2016-01-04,,,
30207019,-14.03,31.48,50,2.5,6000,2015-11-08,2015-11-15,,,
30220001,-14.39,31.21,35,2.5,3250,2015-12-01,2015-12-06,,,
30220002,-14.36,31.16,20,1,5100,2015-10-26,2015-12-01,,,
30220003,-14.39,31.22,60,3,10850,2015-12-06,2015-12-13,2015-12-13,2015-12-24,
30220004,-14.38,31.22,70,4,3600,2015-12-01,2015-12-06,,,
30220005,-14.38,31.22,0,1,1600,2015-12-01,,,,
30220006,-14.34,31.17,30,1.2,2000,2015-11-24,2015-11-24,,,
30220007,-14.38,31.22,80,5,5400,2015-11-24,2015-12-01,,,
30220008,-14.36,31.16,125,6.25,6650,2015-11-24,2015-11-24,2015-12-01,2015-12-01,2015-12-01
30220009,-14.39,31.22,30,3,4275,2015-12-13,2015-12-24,,,
30220010,-14.34,31.17,30,2,500,2015-11-02,,,,
30220011,-14.39,31.21,25,1.2,2100,2015-12-13,2016-01-04,,,
30220012,-14.39,31.22,40,2,2200,2015-12-01,2015-12-06,2015-12-24,,
30220013,-14.39,31.22,90,4.5,4400,2015-11-02,,,,
30220014,-14.38,31.22,50,3,4500,2015-11-24,,,,
30220015,-14.39,31.21,5,0.25,11,2015-11-08,,,,
30220016,-14.35,31.16,30,1.5,1750,2015-11-02,,,,
30220017,-14.36,31.16,40,2,1600,2015-12-06,2015-12-13,,,
30220018,-14.34,31.17,15,0.9,800,2015-12-24,2015-12-01,,,
30220019,-14.36,31.16,20,1,700,2015-12-13,,,,
30221001,-14.09,31.18,40,2,2000,2015-11-02,,,,
30221002,-14.1,31.18,20,0.8,1000,2015-12-13,,,,
30221003,-14.1,31.18,170,9,6300,2015-12-24,2016-01-04,,,
30221004,-14.09,31.18,0,0,0,,,,,
30221005,-14.1,31.18,40,0.6,250,2015-12-06,,,,
30221006,-14.09,31.18,20,0.8,1200,2015-12-01,2015-12-24,,,
30221007,-14.1,31.18,40,0.8,250,2015-12-24,,,,
30224001,-14.48,31.31,30,2.4,1650,2015-12-06,2016-01-04,,,
30224002,-14.48,31.31,30,1.5,2100,2015-12-01,2015-12-06,2015-12-24,,
30224003,-14.49,31.31,45,2,2750,2015-12-24,2015-12-13,2015-12-06,,
30224004,-14.48,31.31,90,3,1225,2015-11-02,,,,
30224005,-14.47,31.31,30,0.8,2750,2015-12-01,2015-12-24,,,
30224006,-14.49,31.31,50,2.2,1450,2015-11-02,2015-11-08,2015-11-08,2015-11-15,2015-12-01
30224007,-14.49,31.31,10,1,400,2015-12-24,,,,
30224008,-14.48,31.31,10,0.25,1000,2015-12-01,,,,
30224009,-14.48,31.31,55,2,1350,2015-12-01,2015-12-24,,,
30224010,-14.49,31.32,40,2,50,2015-12-06,,,,
30224011,-14.49,31.32,70,1.6,4200,2015-12-06,2015-12-06,2015-12-06,2015-12-06,
30238001,-14.21,31.22,80,4,1000,2015-12-01,2015-12-01,,,
30238002,-14.22,31.22,40,1.2,800,2015-11-08,,,,
30238003,-14.21,31.21,169,2.4,780,2015-12-13,2016-01-11,,,
30238004,-14.21,31.21,50,1.6,1600,2015-12-01,2015-12-01,2015-12-06,2015-12-06,
30238005,-14.21,31.21,130,9,17500,2015-12-06,,,,
30238006,-14.22,31.22,20,1,500,2015-12-01,,,,
30238007,-14.21,31.22,50,3,0,2015-12-24,,,,
30238008,-14.22,31.22,60,3.2,1200,2015-11-08,,,,
30238009,-14.2,31.2,50,2.5,1500,2015-12-01,,,,
30238010,-14.22,31.22,30,0.5,250,2015-11-02,,,,
30238011,-14.19,31.19,60,3.5,4950,2015-10-26,,,,
30238012,-14.21,31.21,25,0.8,400,2015-11-24,,,,
40109001,-9.02,31.66,15,0.65,1100,2015-11-08,2015-12-01,,,
40109002,-9.02,31.67,10,0.5,0,2015-11-08,2015-11-15,,,
40109003,-9.02,31.66,10,0.5,75,2015-11-02,,,,
40109004,-9,31.68,30,1.5,3000,2016-01-04,,,,
40109005,-9.02,31.67,120,2,1500,2015-11-08,2015-11-15,2015-11-15,,
40109006,-9.02,31.66,30,1.4,2500,2015-11-02,,,,
40109007,-9,31.68,10,0.5,750,2015-12-01,,,,
40109008,-9.02,31.67,15,0.6,640,2015-12-06,2015-12-06,,,
40109009,-9.03,31.67,145,8.5,0,2015-11-02,2015-12-06,2015-12-06,2016-01-04,2016-01-04
40109010,-9.02,31.66,58,2.533,5750,2015-12-06,2015-12-24,2015-11-24,2016-01-04,2016-01-04
40109011,-9,31.68,10,0.5,2100,2015-12-01,,,,
40109012,-9,31.68,20,1,200,2015-11-02,,,,
40109013,-9.02,31.67,7,0.75,200,2015-12-01,,,,
40109014,-9,31.68,10,0.5,950,2015-12-01,,,,
40109015,-9,31.68,0,0,0,,,,,
40109016,-9.03,31.67,56,3.25,750,2015-11-08,2015-12-06,2015-11-08,2015-12-01,2015-12-06
40109017,-9.02,31.67,10,0.5,1400,2015-11-08,,,,
40109018,-9,31.68,10,0.5,700,2015-11-24,,,,
40113001,-8.83,31.53,15,0.75,750,2015-12-13,,,,
40113002,-8.84,31.54,5,0,650,2015-11-02,,,,
40113003,-8.81,31.53,5,0.25,400,2015-12-06,,,,
40113004,-8.81,31.53,2.5,0.25,100,2015-11-08,,,,
40113005,-8.81,31.53,10,0.375,150,2015-11-15,,,,
40113006,-8.81,31.53,10,0.5,800,2015-12-24,,,,
40113007,-8.83,31.53,5,0.25,50,2015-11-02,,,,
40113008,-8.82,31.53,25,1,1650,2015-11-24,2015-12-01,,,
40113009,-8.85,31.54,30,1.5,1000,2015-12-01,,,,
40113010,-8.81,31.53,50,3,3000,2015-12-06,2015-11-24,2015-12-06,,
40113011,-8.81,31.54,5,0.25,150,2015-12-01,,,,
40113012,-8.82,31.53,20,1,1500,2015-12-06,,,,
40113013,-8.81,31.54,30,1.5,500,2015-11-15,,,,
40113014,-8.81,31.53,2.5,0.25,300,2015-10-26,,,,
40113015,-8.84,31.54,80,4,4600,2015-11-15,2015-11-24,2015-12-01,,
40113016,-8.83,31.53,20,1,1400,2015-11-02,,,,
40113017,-8.81,31.54,2.5,0.25,200,2015-11-02,,,,
40113018,-8.81,31.54,7,0.75,1100,2015-11-02,2015-12-01,,,
40137001,-9.55,31.2,0,0,0,,,,,
40137002,-9.56,31.2,15,0.75,2500,2015-11-24,2015-11-24,,,
40137003,-9.54,31.21,12,0.5625,2100,2015-11-08,2015-10-26,,,
40137004,-9.58,31.2,5,0.25,200,2015-11-24,,,,
40137005,-9.56,31.2,70,3.5,9950,2015-11-02,2015-12-01,2015-12-06,2015-12-13,
40137006,-9.58,31.19,5,0.25,150,2015-11-24,,,,
40137007,-9.56,31.2,10,0.5,870,2015-11-24,,,,
40137008,-9.55,31.2,10,0.4,1650,2015-11-08,,,,
40137009,-9.54,31.21,18,0.875,1650,2015-12-06,2015-11-08,2015-10-26,,
40137010,-9.58,31.19,5,0.25,100,2015-10-26,,,,
40137011,-9.54,31.21,5,0.25,450,2015-11-02,,,,
40137012,-9.56,31.2,15,0.75,2430,2015-11-02,2015-12-06,,,
40137013,-9.56,31.2,0,0,0,,,,,
40137014,-9.55,31.2,10,0.4,1500,2015-11-08,,,,
40137015,-9.58,31.93,0,0,0,,,,,
40137016,-9.54,31.22,5.25,5.25,550,2015-10-26,2015-12-06,,,
40137017,-9.56,31.2,40,2,1080,2015-11-15,,,,
40137018,-9.56,31.2,20,1,450,2015-12-01,,,,
40137019,-9.55,31.2,10,0.4,750,2015-10-26,,,,
40137020,-9.54,31.22,2.5,0.25,800,2015-12-01,,,,
40137021,-9.56,31.2,30,1.5,650,2015-11-02,2015-12-06,,,
40137022,-9.58,31.19,5,0.25,300,2015-10-26,,,,
40139001,-9.36,31.24,20,1,960,2015-11-08,,,,
40139002,-9.36,31.23,25,1,1400,2015-11-08,2015-12-06,,,
40139003,-9.37,31.23,5,0.25,400,2015-10-26,,,,
40139004,-9.38,31.23,15,0.5,360,2015-12-06,2015-12-13,,,
40139005,-9.36,31.25,22,1.75,2160,2015-11-02,2015-11-02,2015-11-02,,
40139006,-9.37,31.23,20,1,700,2015-10-26,,,,
40139007,-9.36,31.23,25,1,2000,2015-11-08,2015-11-24,,,
40139008,-9.36,31.24,20,1,1080,2015-11-08,,,,
40139009,-9.37,31.24,5,0.25,225,2015-10-26,,,,
40139010,-9.38,31.23,5,0.5,720,2015-11-15,,,,
40139011,-9.36,31.26,10,0.5,900,2015-11-08,,,,
40139012,-9.37,31.23,10,0.5,250,2015-11-24,,,,
40139013,-9.36,31.24,40,2,6480,2015-12-01,2015-12-06,,,
40139014,-9.36,31.24,20,1,1000,2015-11-08,2015-12-06,,,
40139015,-9.39,31.23,10,1,50,2015-11-02,2015-11-24,,,
40139016,-9.36,31.25,20,1,100,2015-12-01,,,,
40139017,-9.37,31.23,5,0.25,450,2015-10-26,,,,
40139018,-9.36,31.24,0,0,0,,,,,
40139019,-9.38,31.23,5,0.25,90,2015-12-06,,,,
40139020,-9.36,31.25,1,0.1,50,2015-11-02,,,,
40139021,-9.36,31.24,10,1,1500,2015-11-08,,,,
40139022,-9.36,31.25,0,0,0,,,,,
40213001,-8.82,31.53,10,0.5,750,2015-11-24,,,,
40213002,-8.83,31.53,15,1,800,2015-11-15,2015-11-24,,,
40223001,-10.08,32.32,20,1,1250,2015-11-15,,,,
40223002,-10.09,32.31,20,0.75,750,2016-01-04,2016-01-11,,,
40223003,-10.1,32.31,15,0.62,1250,2015-11-08,,,,
40223004,-10.13,32.31,20,1,60,2015-12-13,2015-12-24,,,
40223005,-10.1,32.31,15,0.75,1750,2015-12-24,,,,
40223006,-10.08,32.32,0,0,0,,,,,
40223007,-10.09,32.31,30,1.5,4000,2015-11-08,2015-11-08,2015-11-08,,
40223008,-10.1,32.31,10,0.5,600,2015-12-06,,,,
40223009,-10.1,32.31,15,0.62,700,2015-12-13,,,,
40223010,-10.1,32.31,10,0.5,2000,2015-12-06,,,,
40223011,-10.08,32.32,0,0,0,,,,,
40223012,-10.1,32.31,15,0.62,1250,2015-11-15,,,,
40223013,-10.08,32.32,0,0,0,,,,,
40223014,-10.08,32.31,20,1.25,1750,2015-12-06,2016-01-11,,,
40223015,-10.1,32.29,5,0.25,700,2015-12-01,,,,
40223016,-10.1,32.29,20,1,2000,2015-11-24,,,,
40223017,-10.08,32.32,40,2,1750,2015-12-24,,,,
40223018,-10.08,32.32,22,1,4000,2015-11-15,2016-01-04,,,
40223019,-10.08,32.32,30,1.5,1500,2015-12-06,2015-12-06,,,
40223020,-10.1,32.29,5,0.2,1100,2015-12-06,,,,
40223021,-10.1,32.29,40,2,7500,2015-11-08,2015-11-24,,,
40229001,-10.63,32.15,5,0.25,25,2015-12-01,,,,
40229002,-10.63,32.15,2,0.25,150,2015-11-08,,,,
40229003,-10.64,32.15,10,0.5,1250,2015-12-01,,,,
40229004,-10.64,32.15,15,0.75,3000,2015-11-24,,,,
40229005,-10.64,32.15,10,0.4,500,2015-12-01,,,,
40229006,-10.64,32.15,10,0.4,200,2015-12-24,,,,
40229007,-10.61,32.18,10,0.75,2300,2015-12-06,,,,
40229008,-10.61,32.18,20,1,250,2015-11-08,,,,
40229009,-10.61,32.18,60,3,9800,2015-12-01,2015-12-06,2016-01-11,2016-01-11,
40229010,-10.63,32.15,10,0.5,650,2015-11-08,,,,
40229011,-10.64,32.15,2,0.125,500,2015-11-24,,,,
40229012,-10.61,32.19,10,0.25,500,2015-12-01,,,,
40229013,-10.64,32.15,0,0,0,,,,,
40229014,-10.63,32.15,5,0.25,1000,2015-11-15,,,,
40229015,-10.61,32.19,10,0.5,1250,2015-12-06,,,,
40229016,-10.61,32.19,25,1,3250,2015-11-02,2015-11-08,,,
40229017,-10.64,32.15,20,1.15,3000,2016-01-04,2016-01-18,,,
40229018,-10.63,32.15,0,0,0,,,,,
40229019,-10.64,32.15,10,0.5,2000,2015-12-24,2016-01-11,,,
40229020,-10.63,32.15,5,0.25,750,2016-01-04,,,,
40229021,-10.61,32.18,5,0.5,300,2015-11-24,,,,
40229022,-10.65,33.94,5,0.25,500,2015-12-06,2015-12-01,,,
40231001,-10.32,32.25,10,15,1750,2015-12-24,,,,
40231002,-10.32,32.24,120,6,25000,2015-12-06,2015-12-24,2015-12-01,,
40231003,-10.32,32.24,70,3.5,0,2015-11-24,,,,
40231004,-10.31,32.26,35,1.75,3300,2015-12-06,2015-12-13,2015-12-06,,
40231005,-10.31,32.27,120,6,22000,2015-11-15,2015-12-24,,,
40231006,-10.32,32.24,20,1,1100,2015-12-01,,,,
40231007,-10.32,32.25,50,2.4,11000,2015-12-01,2015-12-24,,,
40231008,-10.31,32.27,35,1.5,2350,2015-12-01,2016-01-04,2015-12-13,2016-01-18,
40231009,-10.31,32.27,20,1,4000,2015-11-15,,,,
40231010,-10.32,32.24,10,0.5,2000,2015-12-01,,,,
40231011,-10.31,32.26,5,0.25,1175,2015-11-02,,,,
40231012,-10.32,32.25,15,0.75,5000,2015-11-24,,,,
40231013,-10.19,32.15,15,0.75,46,2015-11-08,2015-12-01,2015-11-24,,
40231014,-10.32,32.24,10,0.5,1750,2015-12-01,,,,
40231015,-10.32,32.25,25,1.05,6350,2015-11-24,2015-12-06,2015-12-24,,
40231016,-10.31,32.27,20,1,2750,2015-11-15,2015-12-06,2015-12-13,,
40231017,-10.32,32.26,10,0.5,1250,2015-12-24,,,,
40231018,-10.32,32.24,10,0.5,1500,2015-12-06,,,,
40231019,-10.19,32.15,10,0.5,1950,2015-12-01,2015-12-24,,,
40231020,-10.32,32.25,45,2.25,4000,2015-12-13,2015-11-24,,,
40231021,-10.32,32.26,16,0.75,2000,2015-12-06,2015-11-08,,,
40231022,-10.31,32.27,15,1,1200,2015-12-13,2015-12-01,2015-12-01,,
40235001,-10.64,31.95,1,0.125,350,2015-11-08,,,,
40235002,-10.64,31.95,50,1.55,4750,2015-10-26,2016-01-11,2016-01-11,,
40235003,-10.65,31.94,5,0.25,250,2015-12-13,,,,
40235004,-10.65,31.94,0,0,0,,,,,
40235005,-10.65,31.94,50,3,700,2015-12-06,,,,
40235006,-10.65,31.94,20,1,2000,2015-12-06,2016-01-04,,,
40235007,-10.65,33.94,10,0.5,5500,2015-12-06,2015-12-01,,,
40235008,-10.64,31.95,15,0.65,1200,2015-12-24,2016-01-11,,,
40235009,-10.64,31.95,0,0,0,,,,,
40235010,-10.65,31.94,0,0,0,,,,,
40235011,-10.65,31.94,5,0.25,1000,2015-11-15,,,,
40235012,-10.65,31.94,0,0,0,,,,,
40235013,-10.64,31.95,0,0,0,,,,,
40235014,-10.65,31.94,10,0.4,250,2015-11-08,,,,
40235015,-10.65,31.94,5,0.25,650,2015-12-24,,,,
40235016,-10.65,33.94,0,0,0,,,,,
40235017,-10.65,31.94,2.5,0.46,300,2015-11-08,,,,
40235018,-10.64,31.95,5,0.25,1000,2015-11-15,,,,
40235019,-10.65,31.94,20,1.7,2750,2016-01-04,2015-12-06,,,
40235020,-10.65,33.94,0,0,0,,,,,
50110001,-13.06,25.38,10,0.45,0,2015-12-01,,,,
50110002,-13.06,25.39,10,0.25,50,2015-11-02,,,,
50110003,-13.06,25.37,10,0.5,0,2015-11-24,,,,
50110004,-13.06,25.37,5,0.25,250,2015-11-24,,,,
50110005,-13.06,25.36,15,0.75,550,2015-11-02,2016-01-04,,,
50110006,-13.07,25.35,10,0.5,250,2015-11-08,,,,
50110007,-13.06,25.38,10,0.4,750,2015-11-24,2015-12-01,,,
50110008,-13.06,25.37,10,0.5,1500,2015-11-02,,,,
50110009,-13.06,25.37,10,0.5,700,2015-12-13,2015-11-15,,,
50110010,-13.06,25.36,15,0.75,200,2015-12-01,,,,
50110011,-13.06,25.38,20,0.8,300,2015-12-06,,,,
50110012,-13.06,25.37,20,1.75,1250,2015-11-24,2015-11-02,,,
50110013,-13.06,25.38,3,0.25,200,2015-12-01,,,,
50110014,-13.06,25.36,10,0.5,200,2015-11-02,,,,
50110015,-13.06,25.36,20,0.75,1750,2015-12-01,2015-11-02,,,
50110016,-13.06,25.38,25,1,8,2015-11-02,,,,
50110017,-13.06,25.38,10,0.5,1000,2015-12-01,,,,
50110018,-13.06,25.37,20,1,1500,2015-11-02,2015-11-24,,,
50110019,-13.59,25.36,10,0.5,1000,2015-11-02,,,,
50111001,-13.47,25,18,0.92,0,2015-11-02,2015-11-24,,,
50111002,-13.47,25,40,2,0,2015-11-24,2016-01-04,2015-12-01,,
50111003,-13.46,25,20,1,0,2015-11-08,2015-12-06,,,
50111004,-13.47,25,10,0.5,300,2015-12-06,,,,
50111005,-13.47,25,30,2,7500,2015-11-02,,,,
50111006,-13.47,25,10,0.75,2500,2015-11-02,,,,
50111007,-13.47,25,30,1.5,2200,2015-11-08,2015-12-13,2015-12-24,,
50111008,-13.47,25,40,2,3000,2016-01-11,2016-01-18,,,
50111009,-13.47,25,10,0.25,200,2015-11-08,,,,
50111010,-13.47,25,0,0,0,,,,,
50111011,-13.47,25,15,0.5,500,2015-11-15,,,,
50111012,-13.47,25,20,1,1500,2015-11-08,,,,
50111013,-13.47,25,30,1.5,2300,2015-12-13,,,,
50111014,-13.47,25,30,1.75,0,2015-11-02,2015-12-01,,,
50111015,-12.18,26.44,10.5,0.75,1000,2015-11-08,2015-11-15,,,
50111016,-13.46,25,50,2.5,0,2015-12-01,2015-11-15,2015-12-24,2015-11-02,
50141001,-13.17,24.95,15,0.75,0,2015-11-24,2015-12-01,,,
50141002,-13.17,24.95,10,1,900,2015-12-01,2015-11-02,,,
50141003,-13.2,24.78,14,0.75,750,2015-11-08,,,,
50141004,-13.2,24.79,15,0.5,750,2015-12-06,,,,
50141005,-13.21,24.77,30,1.5,850,2015-11-02,2015-11-15,2015-12-01,,
50141006,-13.23,24.75,10,0.5,3600,2015-11-02,,,,
50141007,-13.2,24.78,20,1,500,2015-12-01,,,,
50141008,-13.2,24.78,25,1.25,475,2015-10-26,2015-12-01,2016-01-04,,
50141009,-13.2,24.79,50,1,700,2015-11-02,,,,
50141010,-13.2,24.77,5,0.25,400,2015-11-08,,,,
50141011,-13.23,24.75,0,0,0,,,,,
50141012,-13.21,24.76,35,1,1750,2015-12-06,,,,
50141013,-13.2,24.78,40,2,1350,2015-10-26,2015-12-01,,,
50141014,-13.2,24.79,70,2.5,11750,2015-11-02,2015-11-08,2015-11-02,2015-12-13,
50141015,-13.23,24.75,170,10,0,2015-11-02,2015-11-08,2015-11-24,,
50141016,-13.2,24.78,10,0.6,1250,2015-11-08,,,,
50141017,-13.21,24.76,20,0.5,750,2015-11-08,,,,
50141018,-13.2,24.77,30,1.5,1500,2015-11-08,,,,
50141019,-13.2,24.77,5,0.25,150,2015-11-02,,,,
50141020,-13.23,24.75,20,1,900,2016-01-04,2015-12-01,,,
50141021,-13.2,24.79,50,2.5,50,2016-01-11,,,,
50141022,-13.21,24.76,20,0.75,2100,2015-12-01,,,,
50141023,-13.23,24.75,15,0.75,2000,2015-11-02,2015-12-01,,,
50100001,-13.36,24.87,10,0.5,500,2015-12-13,,,,
50100002,-13.37,24.85,14,0.75,450,2015-10-26,2015-11-24,2015-12-13,,
50100003,-13.32,24.84,20,1,700,2015-10-26,,,,
50100004,-13.31,24.8,75,4.25,0,2015-11-24,2015-11-02,2015-12-01,2016-01-04,2016-01-04
50100005,-13.37,24.86,13,0.375,0,2015-11-02,2015-12-06,,,
50100006,-13.36,24.87,20,0.25,400,2015-11-02,,,,
50100007,-13.32,24.84,15,0.75,0,2015-10-26,2015-12-06,,,
50100008,-13.32,24.84,10,0.25,200,2015-11-02,,,,
50100009,-13.37,24.86,10,0.25,350,2015-11-02,2015-12-06,,,
50100010,-13.36,24.87,15,0.75,600,2015-12-13,,,,
50100011,-13.33,24.84,25,1.5,750,2015-11-24,2015-12-13,,,
50100012,-13.31,24.81,20,1,0,2015-11-02,2015-12-01,,,
50100013,-13.33,24.84,10,0.5,150,2015-11-02,,,,
50100014,-13.32,24.84,20,1,0,2015-11-24,,,,
50100015,-13.37,24.86,10.5,0.668,600,2015-11-02,2015-11-24,2015-12-01,2015-12-13,
50100016,-13.36,24.87,10,0.5,250,2015-11-08,,,,
50100017,-13.33,24.84,20,0.75,650,2015-10-26,,,,
50100018,-13.32,24.82,15,0.5,0,2015-12-01,,,,
50100019,-13.37,24.86,15,0.73,2000,2015-11-02,2015-11-24,,,
50100020,-13.36,24.87,10,0.5,400,2015-11-24,,,,
50100021,-13.31,24.81,7,50.25,0,2015-11-02,2015-12-24,,,
50206001,-13.2,26.77,20,0.8,2050,2015-11-02,2015-12-06,,,
50206002,-12.2,26.78,40,2,0,2015-10-26,,,,
50206003,-12.24,26.75,30,0.75,50,2015-11-08,,,,
50206004,-12.23,26.75,20,1,0,2015-11-15,,,,
50206005,-12.2,26.77,20,1,0,2015-11-24,2015-11-24,,,
50206006,-12.24,26.75,10,0.5,50,2015-11-02,,,,
50206007,-12.2,26.78,20,1,0,2015-11-08,,,,
50206008,-12.23,26.75,29,1,0,2015-11-24,2015-12-01,,,
50206009,-12.2,26.77,35,1.35,0,2015-11-15,2015-12-01,,,
50206010,-12.2,26.77,20,1,0,2015-12-24,2015-12-24,,,
50206011,-12.24,26.75,50,2.5,250,2015-11-24,,,,
50206012,-12.24,26.75,30,1.75,3500,2015-11-24,2015-12-06,,,
50206013,-12.24,26.75,15,0.75,100,2015-12-01,,,,
50206014,-12.21,26.78,10,0.5,1500,2015-11-08,,,,
50206015,-12.2,26.78,5,0.25,0,2015-11-02,,,,
50210001,-13.2,26.78,25,1.5,500,2015-11-15,2015-12-06,,,
50210002,-13.2,26.78,30,2,400,2015-12-01,2015-12-06,,,
50210003,-13.2,26.78,27,1.5,450,2015-11-24,2015-10-26,2015-10-26,,
50210004,-12.2,26.78,15,1.5,200,2015-11-15,,,,
50210005,-13.06,25.38,10,0.5,200,2015-11-24,,,,
50211001,-13.47,25.01,10,0.5,600,2015-11-02,2015-11-15,,,
50211002,-13.47,25,10,0.5,1000,2015-11-08,,,,
50211003,-13.47,28,20,0.98,0,2015-11-02,2015-11-15,,,
50211004,-13.47,25,20,0.9,0,2015-11-02,2015-12-24,,,
50214001,-12.11,28.48,20,1,0,2015-11-15,,,,
50214002,-12.1,25.49,10,1,500,2015-12-06,,,,
50214003,-12.1,25.49,10,0.5,1250,2015-11-02,,,,
50214004,-12.11,25.51,15,0.75,500,2015-11-24,,,,
50214005,-12.11,25.51,10,0.5,2400,2015-11-24,,,,
50214006,-12.11,25.51,0,0,0,,,,,
50214007,-12.11,25.49,30,1.5,2800,2015-11-08,2015-12-13,,,
50214008,-12.11,25.49,20,1,0,2015-11-08,,,,
50214009,-12.1,25.49,20,0.5,0,2015-11-02,2015-11-08,,,
50214010,-12.11,25.51,0,0,0,,,,,
50214011,-12.11,25.49,10,0.5,900,2015-11-15,,,,
50214012,-12.11,25.51,25,1.25,2500,2015-11-08,2015-12-01,,,
50214013,-12.11,25.51,60,3,2500,2015-11-08,,,,
50214014,-12.1,25.49,10,0.5,500,2015-11-02,,,,
50214015,-12.1,25.49,60,3,750,2015-11-15,2015-11-24,,,
50214016,-12.11,25.5,5,0.25,300,2016-01-04,,,,
50214017,-12.11,25.48,8,0.125,0,2015-12-01,,,,
50214018,-12.12,25.5,15,0.5,300,2015-11-08,,,,
50214019,-12.1,25.49,20,1,0,2015-11-02,,,,
50214020,-12.1,25.49,20,1.5,700,2015-11-08,,,,
50216001,-12.33,25.89,18,1,0,2015-11-08,2015-12-01,,,
50216002,-12.32,25.88,20,1.5,2500,2015-11-24,2015-12-01,,,
50216003,-12.32,25.88,5.25,5.25,1050,2015-12-24,2016-01-04,,,
50216004,-12.33,25.83,10,1,0,2015-11-02,,,,
50216005,-12.35,25.81,30,1.5,1800,2015-11-02,2015-12-01,,,
50216006,-12.32,25.88,20,0.75,300,2015-11-24,,,,
50216007,-12.33,25.89,20,1,250,2015-10-26,,,,
50216008,-12.33,25.89,20.5,1.1,0,2015-11-15,2015-12-01,,,
50216009,-12.33,25.83,5,0.5,0,2015-11-02,,,,
50216010,-12.32,25.88,10,0.5,23,2015-12-06,,,,
50216011,-12.35,25.81,20,10,750,2015-11-02,2015-12-01,,,
50216012,-12.32,25.88,20,1,2500,2015-11-08,,,,
50216013,-12.32,25.88,10,0.5,1250,2015-11-02,,,,
50216014,-12.33,25.89,10.2,1.5,0,2015-11-24,,,,
50216015,-12.33,25.83,6,0.5,0,2015-11-24,,,,
50216016,-12.35,25.81,30,1.5,1850,2015-11-02,2015-12-01,2015-10-26,,
50216017,-12.32,25.88,15,0.75,750,2015-11-02,,,,
50216018,-12.33,25.88,10,0.5,1500,2015-11-02,,,,
50216019,-12.32,25.87,10,0.5,700,2015-11-02,,,,
50216020,-12.35,25.81,20,1,1600,2015-11-02,2015-12-01,,,
50225001,-12.56,26.14,25,1.35,300,2015-11-15,2015-12-01,,,
50225002,-12.56,26.14,10,1,500,2015-12-06,,,,
50225003,-12.56,26.17,47,8.75,25000,2015-11-15,,,,
50225004,-12.56,26.17,35,2,0,2015-12-01,2015-12-06,2015-12-24,,
50225005,-12.56,26.14,11,1.5,1500,2015-11-08,2015-11-15,,,
50225006,-12.56,26.14,20,1,2000,2015-12-06,2015-12-13,,,
50225007,-12.56,26.17,45,2.5,2250,2015-12-13,2015-12-06,,,
50225008,-12.54,26.16,30,1.5,3850,2015-12-01,2015-11-08,2015-11-08,,
50225009,-12.56,26.17,20,1,1300,2015-12-06,2015-12-13,,,
50225010,-12.54,26.16,20,1,100,2015-11-08,,,,
50225011,-12.56,26.14,10,1.25,800,2015-12-01,,,,
50225012,-12.56,26.14,14,0.625,250,2015-11-08,2015-11-24,,,
50225013,-12.56,26.17,20,1,1350,2015-12-13,2015-11-02,,,
50225014,-12.56,26.18,20,1.75,1200,2015-12-01,2015-12-06,,,
50225015,-12.54,26.16,40,2,2500,2015-11-08,2015-12-06,,,
50225016,-12.54,26.16,5,0.25,1000,2015-11-15,,,,
50225017,-12.56,26.14,50,3,5500,2015-12-24,2015-12-01,,,
50225018,-12.56,28.14,30,1,0,2015-12-06,2015-12-13,,,
50225019,-12.56,26.17,20,1,1000,2015-11-08,,,,
50225020,-12.56,26.18,35,2,0,2015-12-01,2015-12-06,2015-12-01,,
60112001,-16.92,27.26,41,2.05,3850,2015-12-13,2016-01-04,2016-01-04,2015-12-13,2015-12-13
60112002,-16.87,27.27,160,10.5,13000,2015-11-24,2015-12-01,2015-12-24,2015-12-13,2016-01-04
60112003,-16.97,27.88,15,0.75,1000,2015-12-01,2015-12-13,,,
60112004,-16.93,27.3,40,2,1950,2015-12-01,2016-01-04,2015-12-06,2015-12-24,
60112005,-16.87,27.28,20,1.25,2500,2015-12-24,2016-01-04,,,
60112006,-16.91,27.25,15,0.75,1500,2015-12-13,2015-12-24,,,
60112007,-16.9,27.29,10,0.5,1350,2015-12-24,2016-01-04,,,
60112008,-16.58,27.26,30,1.5,401,2015-12-06,2015-12-01,,,
60112009,-16.87,27.28,40,2,3500,2015-12-06,2015-12-13,,,
60112010,-16.93,26.31,15,0.75,600,2015-12-01,2015-12-06,2015-12-24,,
60112011,-16.93,27.26,30,1.5,1890,2015-12-06,2015-12-13,,,
